normalized_x,normalized_y,normalized_z,window_label,Augmentation,Object
-2.525525527568513e-06,-4.542726165251664e-06,-4.156243101457441e-06,1,original,Clip
-6.1444792590829445e-06,-4.97230116698311e-05,-3.575769239838381e-05,1,original,Clip
6.579050573016576e-05,-0.0002677710619322,-0.0001477901085075,1,original,Clip
0.0005279000397022,-0.0009631824150917,-0.0004025702434535,1,original,Clip
0.0020613127398936,-0.0026423301026169,-0.0008459407396022,1,original,Clip
0.0056181115209915,-0.0059600094707527,-0.0015276018295306,1,original,Clip
0.012060214827908,-0.0115981318602657,-0.0025611510427162,1,original,Clip
0.0217035239076236,-0.0201221651619978,-0.0041855891240802,1,original,Clip
0.0340533882819831,-0.0318330422531623,-0.0067778174044668,1,original,Clip
0.0478847795354013,-0.0466250733065217,-0.0107499626566013,1,original,Clip
0.0615212358962055,-0.0639317944537921,-0.0163636260024144,1,original,Clip
0.0731265244465856,-0.082835075081561,-0.0235815864689113,1,original,Clip
0.0810065853995094,-0.1022834906537559,-0.0320302661270593,1,original,Clip
0.0838941049224743,-0.1213000492687783,-0.0411013014272646,1,original,Clip
0.0811538374800835,-0.1391007557706825,-0.0501265131179287,1,original,Clip
0.0729868546650543,-0.1550956713582498,-0.0584842546136893,1,original,Clip
0.0605833494787691,-0.1688098011827601,-0.0656481984468691,1,original,Clip
0.0459311871388362,-0.179838978079644,-0.0712683797714288,1,original,Clip
0.0312393626768105,-0.1879063663359234,-0.0752358881427492,1,original,Clip
0.0183738944023931,-0.1929438483761131,-0.0776803689142873,1,original,Clip
0.0086373855190953,-0.1951017687999905,-0.0789423879243278,1,original,Clip
0.0028277058970239,-0.1946846968238281,-0.0795178385575347,1,original,Clip
0.0013730924844711,-0.1920784651759467,-0.0799304191690835,1,original,Clip
0.0044248935620687,-0.1877070057878213,-0.0805738253838555,1,original,Clip
0.0118353964409217,-0.1819918396380863,-0.0816417177578314,1,original,Clip
0.023052340711537,-0.1753150186495866,-0.083184060899971,1,original,Clip
0.0370571310520681,-0.168031492525647,-0.0851805883693061,1,original,Clip
0.052376200883033,-0.1605064366494631,-0.0875366165824115,1,original,Clip
0.0671559787337417,-0.1531317480294784,-0.0900418471969002,1,original,Clip
0.0793891721907179,-0.1463520550635231,-0.0923915514304381,1,original,Clip
