normalized_x,normalized_y,normalized_z,window_label,Augmentation,Object
-6.718404615240067e-06,5.921759355608524e-06,2.145157757502e-05,1,original,Nothing
4.745283080939938e-06,2.9508888954748767e-05,0.0002041241511083,1,original,Nothing
0.0003496855120771,-1.088547347273031e-05,0.0009581683714352,1,original,Nothing
0.0020865585903785,-0.0005442706711145,0.0029534696560528,1,original,Nothing
0.007151954432386,-0.0025132712090342,0.0067301213921736,1,original,Nothing
0.0177034886135607,-0.0071003612132914,0.0121818731154858,1,original,Nothing
0.0348691442261831,-0.015117642368199,0.0185079890763608,1,original,Nothing
0.0576975228926586,-0.026631121956207,0.024767799050128,1,original,Nothing
0.0830396749479684,-0.0411667061376143,0.0305875862980942,1,original,Nothing
0.1064580075277465,-0.0582191953616397,0.0365277108884359,1,original,Nothing
0.1236903218991761,-0.0775886597279531,0.0437982257328236,1,original,Nothing
0.131944248956952,-0.0994102519767473,0.0534502012439703,1,original,Nothing
0.1304487773415574,-0.1239939779190078,0.0656718537824235,1,original,Nothing
0.1202547590906662,-0.1515411873423375,0.0796602292466049,1,original,Nothing
0.1036692142037347,-0.181864826430988,0.0939977980791744,1,original,Nothing
0.0836195504553642,-0.21432125651328,0.1072211163135966,1,original,Nothing
0.0630380195609127,-0.2479477723294013,0.1182523067015843,1,original,Nothing
0.0443382771410579,-0.2816616373736315,0.1264519596341373,1,original,Nothing
0.0291394265541886,-0.3144395597040487,0.1313805597977507,1,original,Nothing
0.0183122277807516,-0.345380773977729,0.132628325982381,1,original,Nothing
0.0122210809485442,-0.3736083081909937,0.1299089109271345,1,original,Nothing
0.0110503903007813,-0.3981569807959082,0.1233352228975445,1,original,Nothing
0.0151099064442807,-0.4180362324115631,0.1137180907703848,1,original,Nothing
0.0248077060191648,-0.4324476215778527,0.1026556453277974,1,original,Nothing
0.0401441147439641,-0.4409692307735794,0.0922430755479773,1,original,Nothing
0.0601051093990023,-0.4436056447866094,0.0845679106532214,1,original,Nothing
0.0824930317815043,-0.4407667504520216,0.0813178098023445,1,original,Nothing
0.1043778071779861,-0.4332785049684708,0.0836032217567684,1,original,Nothing
0.1228653865994947,-0.422422402811559,0.0918439393450667,1,original,Nothing
0.1356595646475073,-0.4098332043047272,0.1056677062356148,1,original,Nothing
0.1411976812911717,-0.3971430362891863,0.1239720655220335,1,original,Nothing
0.1386830673711055,-0.3855829048452999,0.1450978268036303,1,original,Nothing
0.1283423944984442,-0.3758514759097133,0.1669122203923451,1,original,Nothing
0.1116921982733285,-0.3682705710676823,0.1869098993629342,1,original,Nothing
0.0913828244892412,-0.3630004510924469,0.2025194233934269,1,original,Nothing
0.0705513233942584,-0.3601274386225555,0.2115468029917631,1,original,Nothing
0.0519941679220033,-0.3596075420457051,0.2126251007126682,1,original,Nothing
0.0375511122415547,-0.3611806746401911,0.2055530131841686,1,original,Nothing
0.027953890616127,-0.3643825811928676,0.1913934673356949,1,original,Nothing
0.0230611269353903,-0.3686693033729231,0.1722903031945741,1,original,Nothing
0.0220892378927849,-0.3735393112202651,0.1510381821852237,1,original,Nothing
0.0236572932773816,-0.3785583810515691,0.1305052858204313,1,original,Nothing
0.0258917026202378,-0.3833514653881427,0.1130861701307976,1,original,Nothing
0.0267378165130519,-0.387668184113265,0.1003188146808316,1,original,Nothing
